,LICENSED_CERTIFIED,FLAG,T18_19,FACID,FAC_STATUS_TYPE_CODE,ASPEN_FACID,CCN,TERMINAT_SW,PARTICIPATION_DATE,APPROVAL_DATE,NPI,CAN_BE_DEEMED_FAC_TYPE,CAN_BE_CERTIFIED_FAC_TYPE,DEEMED,AO_CD,DMG_EFCTV_DT,AO_TRMNTN_DT,AO_NAME,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,PARENT_FACID,FAC_FAC_RELATIONSHIP_TYPE_CODE,START_DATE,LICENSE_NUMBER,BUSINESS_NAME,LICENSE_STATUS_DESCRIPTION,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_ID,CCLHO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,BIRTHING_FACILITY_FLAG,TRAUMA_PED_CTR,TRAUMA_CTR,TYPE_OF_CARE,CRITICAL_ACCESS_HOSPITAL,DATA_DATE,primary_care,nursing,pediatric,mental_health
13052,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000121,OPEN,CA930000072,050138,,1-Jul-66,9-Nov-18,1821143777,Y,Y,1.0,1.0,7/14/18 0:00,,JC,KAISER FOUNDATION HOSP MENTAL HEALTH CTR D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,68,765 W COLLEGE ST,LOS ANGELES,90012,1181,"SAMARTIN, JOSE",,,(213) 580-7200,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000072.0,DISTINCT PART,1-May-53,930000077.0,KAISER FOUNDATION HOSPITALS,ACTIVE,1-May-53,1-Nov-21,31-Oct-22,NONPROFIT CORP,34.066206,-118.243395,"(-118.243395,34.066206)",106190646.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13053,LICENSED AND CERTIFIED,,,930000122,OPEN,CA930000122,054069,,27-Jul-79,6-Oct-21,1619934114,Y,Y,1.0,1.0,7/24/21 0:00,,JC,AURORA CHARTER OAK,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,134,1161 E COVINA BLVD,COVINA,91724,1523,"SMITH, TODD  C",TSMITH@AURORABEHAVIORAL.COM,(626) 859-5292,(626) 966-1632,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000031.0,"AURORA CHARTER OAK - LOS ANGELES, LLC",ACTIVE,1-Jan-46,8-Nov-21,7-Nov-22,LIMITED LIABILITY COMPANY,34.100442,-117.867114,"(-117.867114,34.100442)",106190163.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13061,LICENSED AND CERTIFIED,,,930000137,OPEN,CA930000137,054078,,14-Aug-85,8-Sep-21,1700843216,Y,Y,1.0,1.0,11/16/18 0:00,,JC,AURORA LAS ENCINAS HOSPITAL,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,118,2900 E DEL MAR BLVD,PASADENA,91107,4375,"ASMUS, TREVOR",TREVOR.ASMUS@AURORABEHAVIORAL.COM,(626) 356-2503,(626) 795-9901,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000087.0,"AURORA LAS ENCINAS, LLC",ACTIVE,1-Jan-46,11-Mar-21,10-Mar-22,LIMITED LIABILITY COMPANY,34.140915,-118.091511,"(-118.091511,34.140915)",106190462.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13064,LICENSED AND CERTIFIED,,,930000146,OPEN,CA930000146,054053,,6-Nov-72,8-Apr-20,1245203447,Y,Y,1.0,1.0,11/2/19 0:00,,JC,DEL AMO HOSPITAL,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,166,23700 CAMINO DEL SOL,TORRANCE,90505,5017,"HYTRY, STEVEN M",STEVEN.HYTRY@UHSINC.COM,(310) 534-0473,(310) 530-1151,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000045.0,"DEL AMO HOSPITAL, INC.",ACTIVE,,14-Jun-21,13-Jun-22,PROFIT CORP,33.811452,-118.3438305,"(-118.3438305,33.811452)",106190232.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13065,LICENSED AND CERTIFIED,,,930000147,OPEN,CA930000147,054028,,1-Jul-66,4-Nov-21,1720151137,Y,Y,1.0,14.0,8/14/21 0:00,,ACHC,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,55,1891 EFFIE ST,LOS ANGELES,90026,1711,"WONG, PHILIP",INFO@GATEWAYSHOSPITAL.ORG,(323) 315-1169,(323) 644-2000,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000058.0,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,ACTIVE,2-Jul-74,2-Nov-21,1-Nov-22,NONPROFIT CORP,34.084485,-118.256589,"(-118.256589,34.084485)",106190317.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13067,LICENSED AND CERTIFIED,,,930000153,OPEN,CA930000153,054009,,1-Jul-66,19-Aug-21,1952308363,Y,Y,1.0,1.0,2/22/20 0:00,,JC,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,74,150 MEDICAL PLAZA,LOS ANGELES,90095,0001,"SPISSO, JOHNESE",CDAVIDSON@MEDNET.UCLA.EDU,(310) 267-2021,(310) 267-9092,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000204.0,REGENTS OF UNIVERSITY OF CALIFORNIA,ACTIVE,1-Nov-57,21-May-21,20-May-22,UC REGENT,34.06536361,-118.4458511,"(-118.4458511,34.065363608)",106190930.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13070,LICENSED AND CERTIFIED,,,930000159,OPEN,CA93000159,054148,,26-Jul-11,18-Jun-18,1396076147,Y,Y,1.0,1.0,11/9/17 0:00,,JC,TARZANA TREATMENT CENTER,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,60,18646 OXNARD ST,TARZANA,91356,1411,"SENELLA, ALBERT",ASENELLA@TARZANATC.ORG,(818) 996-3051,(818) 654-3815,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000163.0,"TARZANA TREATMENT CENTERS, INC.",ACTIVE,1-Jul-70,17-Nov-21,16-Nov-22,NONPROFIT CORP,34.179471,-118.539765,"(-118.539765,34.179471)",106190782.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13071,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000161,OPEN,CA93000035,050763,,25-Nov-08,5-Aug-21,1780183335,Y,Y,1.0,1.0,5/15/21 0:00,,JC,L.A. DOWNTOWN MEDICAL CENTER - INGLESIDE CAMPUS D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,118,7500 HELLMAN AVE,ROSEMEAD,91770,2216,,,,(626) 288-1160,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000035.0,DISTINCT PART,21-Oct-74,930000137.0,"L.A. DOWNTOWN MEDICAL CENTER, LLC",ACTIVE,21-Oct-74,18-Nov-21,17-Nov-22,LIMITED LIABILITY COMPANY,34.069338,-118.1057175,"(-118.1057175,34.069338)",106190410.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13077,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000186,OPEN,CA930000064,050135,,19-Jan-76,24-Mar-20,1245224732,Y,Y,1.0,1.0,10/12/19 0:00,,JC,SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,59,14433 EMELITA ST,VAN NUYS,91401,4213,"ROSENFELD, NINA",,(818) 994-1626,(818) 787-1511,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000064.0,DISTINCT PART,8-Feb-63,930000066.0,"SOUTHERN CALIFORNIA HEALTHCARE SYSTEM, INC.",ACTIVE,8-Feb-63,25-Feb-22,24-Feb-23,PROFIT CORP,34.176816,-118.447677,"(-118.447677,34.176816)",106190814.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13082,LICENSED AND CERTIFIED,,,930000194,OPEN,CA930000194,054083,,6-May-86,31-Dec-18,1255548483,Y,Y,0.0,,,,,KEDREN COMMUNITY MENTAL HEALTH CENTER,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,72,4211 AVALON BLVD,LOS ANGELES,90011,5622,"GRIFFITH, JOHN",MSABINO@KEDREN.ORG,(323) 515-7009,(323) 553-1009,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000028.0,"KEDREN COMMUNITY HEALTH CENTER, INC.",ACTIVE,18-Oct-86,6-Dec-20,5-Dec-21,NONPROFIT CORP,34.007211,-118.2654315,"(-118.2654315,34.007211)",106190150.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13083,LICENSED AND CERTIFIED,,,930000196,OPEN,CA930000196,054055,,1-Jul-73,,1225016595,Y,Y,1.0,1.0,9/28/18 0:00,,JC,COLLEGE HOSPITAL,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,187,10802 COLLEGE PL,CERRITOS,90703,1505,"WITT, STEPHEN",LOUISEF@CHC.LA,(562) 924-6523,(562) 924-9581,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000036.0,COLLEGE HOSPITAL INC.,ACTIVE,14-Apr-74,1-May-21,30-Apr-22,PROFIT CORP,33.884298,-118.1029275,"(-118.1029275,33.884298)",106190184.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13124,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000492,OPEN,CA930000064,050135,,19-Jan-76,24-Mar-20,1245224732,Y,Y,1.0,1.0,10/12/19 0:00,,JC,BROTMAN MEDICAL CENTER D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,103,3828 DELMAS TER,CULVER CITY,90232,2713,"BERNSTEIN, DONALD",,,(310) 836-7000,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000015.0,DISTINCT PART,1-Jan-46,930000066.0,"SOUTHERN CALIFORNIA HEALTHCARE SYSTEM, INC.",ACTIVE,8-Feb-63,25-Feb-22,24-Feb-23,PROFIT CORP,34.023222,-118.3969305,"(-118.3969305,34.023222)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13128,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000558,OPEN,CA930000558,050104,,1-Jul-66,2-Aug-19,1114547114,Y,Y,1.0,1.0,10/27/18 0:00,,JC,SAINT FRANCIS MEDICAL CENTER D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,40,3630 E IMPERIAL HWY,LYNWOOD,90262,2636,,,,(310) 603-6871,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000128.0,DISTINCT PART,1-Jan-46,930000157.0,PRIME HEALTHCARE SERVICES - ST. FRANCIS LLC,ACTIVE,1-Jan-46,1-Jan-22,31-Dec-22,LIMITED LIABILITY COMPANY,33.929847,-118.2031065,"(-118.2031065,33.929847)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13135,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000625,OPEN,CA930000144,052045,,1-Sep-04,30-Oct-19,1689984668,Y,Y,1.0,1.0,7/19/19 0:00,,JC,VISTA SPECIALTY HOSPITAL OF SAN GABRIEL VALLEY D/P,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,4,14148 FRANCISQUITO AVE,BALDWIN PARK,91706,6120,"WICKS, ROLAND",,,(626) 338-1101,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000144.0,DISTINCT PART,8-Jun-56,930000390.0,"KND DEVELOPMENT 52, L.L.C.",ACTIVE,8-Jun-56,1-Nov-21,31-Oct-22,LIMITED LIABILITY COMPANY,34.062876,-117.967608,"(-117.967608,34.062876)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13136,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000628,OPEN,CA930000111,050116,,1-Jul-66,8-Apr-20,1417089350,Y,Y,1.0,1.0,9/7/19 0:00,,JC,NORTHRIDGE HOSPITAL MEDICAL CENTER D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,40,18300 ROSCOE BLVD,NORTHRIDGE,91325,4105,"ADAMS, DANIEL",,,(818) 885-8500,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000111.0,DISTINCT PART,7-Oct-56,930000114.0,DIGNITY COMMUNITY CARE,ACTIVE,7-Oct-56,1-Jan-22,31-Dec-22,NONPROFIT CORP,34.219998,-118.5329295,"(-118.5329295,34.219998)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13137,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000630,OPEN,CA930000008,050056,,1-Jul-66,30-Oct-19,1366419517,Y,Y,1.0,1.0,7/13/19 0:00,,JC,ANTELOPE VALLEY HOSPITAL D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,30,1600 W AVENUE J,LANCASTER,93534,2814,"EVANS, JACK",,,(661) 949-5000,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000008.0,DISTINCT PART,27-Sep-55,930000008.0,ANTELOPE VALLEY HEALTHCARE DISTRICT,ACTIVE,27-Sep-55,24-Dec-21,31-Oct-22,HEALTH CARE DISTRICT,34.68935389,-118.1585617,"(-118.1585617,34.689353892)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13138,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000652,OPEN,CA930000059,050239,,1-Jul-66,24-Jun-19,1831188275,Y,Y,1.0,1.0,2/9/19 0:00,,JC,GLENDALE ADVENTIST MEDICAL CENTER D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,60,1509 WILSON TER,GLENDALE,91206,4007,,,,(818) 409-8000,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000059.0,DISTINCT PART,1-Jan-46,930000059.0,GLENDALE ADVENTIST MEDICAL CENTER,ACTIVE,1-Jan-46,1-Jun-21,31-May-22,NONPROFIT CORP,34.150779,-118.230615,"(-118.230615,34.150779)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13146,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000689,OPEN,CA930000070,050382,,1-Jul-66,14-Mar-18,1982629440,Y,Y,1.0,1.0,2/17/17 0:00,,JC,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL, D/P APH",APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,30,210 W SAN BERNARDINO RD,COVINA,91723,1515,"CARLBERG, DUANE",,,(626) 331-7331,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000070.0,DISTINCT PART,16-Dec-62,930000131.0,EMANATE HEALTH MEDICAL CENTER,ACTIVE,16-Dec-62,1-Nov-21,31-Oct-22,PROFIT CORP,34.08804,-117.893412,"(-117.893412,34.08804)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13152,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000782,OPEN,CA930000041,050132,,1-Jul-66,12-Sep-19,1275720377,Y,Y,1.0,1.0,5/9/19 0:00,,JC,SAN GABRIEL VALLEY MEDICAL CENTER D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,42,438 W LAS TUNAS DR,SAN GABRIEL,91776,1216,"NAKAYAMA, MAKOTO",,,(626) 289-5454,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000041.0,DISTINCT PART,17-Aug-60,930000041.0,AHMC SAN GABRIEL VALLEY MEDICAL CENTER LP,ACTIVE,17-Aug-60,22-Dec-21,21-Dec-22,PARTNERSHIP,34.100802,-118.1058795,"(-118.1058795,34.100802)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13159,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000809,OPEN,CA930000133,050378,,1-Sep-66,7-Oct-21,1861402935,Y,Y,1.0,1.0,4/17/21 0:00,,JC,PACIFICA HOSPITAL OF THE VALLEY D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,38,9449 SAN FERNANDO RD,SUN VALLEY,91352,1421,"MARIANI, ERMANNO",,,(818) 767-3310,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000133.0,DISTINCT PART,30-Dec-46,930000148.0,PACIFICA OF THE VALLEY CORPORATION,ACTIVE,30-Dec-46,4-Jan-22,16-Jan-22,PROFIT CORP,34.240077,-118.396485,"(-118.396485,34.240077)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13168,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000854,OPEN,CA000000093,050058,,1-Jul-66,16-Apr-20,1477610640,Y,Y,1.0,1.0,10/26/19 0:00,,JC,GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR. D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,49,1420 S CENTRAL AVE,GLENDALE,91204,2508,"SEAVER, ROGER",,,(818) 502-1900,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000093.0,DISTINCT PART,1-Jan-46,930000099.0,DIGNITY COMMUNITY CARE,ACTIVE,1-Jan-46,1-Jan-22,31-Dec-22,NONPROFIT CORP,34.12840144,-118.2577489,"(-118.2577489,34.128401442)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13171,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000860,OPEN,CA930000191,050103,,1-Jul-66,14-Aug-19,1215927470,Y,Y,1.0,1.0,4/20/19 0:00,,JC,WHITE MEMORIAL MEDICAL CENTER D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,33,1720 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,2414,"CARMEN, ROBERT G",,,(323) 268-5000,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000191.0,DISTINCT PART,1-Jan-46,930000195.0,WHITE MEMORIAL MEDICAL CENTER,ACTIVE,1-Jan-46,1-Nov-21,31-Oct-22,NONPROFIT CORP,34.050735,-118.216962,"(-118.216962,34.050735)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13174,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000867,OPEN,CA930000054,050158,,1-Aug-76,9-Mar-18,1437322377,Y,Y,1.0,1.0,6/29/17 0:00,,JC,ENCINO HOSPITAL MEDICAL CENTER,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,13,16237 VENTURA BLVD,ENCINO,91436,2201,"HOPPING, JAMIE",,,(818) 995-5000,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000054.0,DISTINCT PART,8-Nov-54,930000051.0,"PRIME HEALTHCARE SERVICES-ENCINO, LLC",ACTIVE,8-Nov-54,1-Jun-21,31-May-22,LIMITED LIABILITY COMPANY,34.157448,-118.4870655,"(-118.4870655,34.157448)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13182,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000888,OPEN,CA930000063,050624,,3-Aug-75,16-Aug-21,1780668434,Y,Y,1.0,1.0,4/20/21 0:00,,JC,HENRY MAYO NEWHALL MEMORIAL HOSPITAL D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,23,25727 MCBEAN PKWY,VALENCIA,91355,3704,"WATSON, DUFFY",,,(661) 255-8100,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000063.0,DISTINCT PART,30-Jul-75,930000206.0,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,ACTIVE,30-Jul-75,30-Nov-21,29-Nov-22,NONPROFIT CORP,34.398918,-118.5526125,"(-118.5526125,34.398918)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13184,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000894,OPEN,CA930000085,050663,,19-Oct-83,16-Apr-20,1922001809,Y,Y,1.0,1.0,8/24/19 0:00,,JC,BELLFLOWER MEDICAL CENTER D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,32,9542 ARTESIA BLVD,BELLFLOWER,90706,6511,"JEFFREY, BRAD",,,(562) 925-8355,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000017.0,DISTINCT PART,17-Nov-54,930000039.0,"ALTA LOS ANGELES HOSPITALS, INC.",ACTIVE,24-Oct-57,15-Mar-21,14-Mar-22,PROFIT CORP,33.87468014,-118.1296831,"(-118.1296831,33.874680139)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13195,LICENSED AND CERTIFIED,USE PARENT MATCH,,930000931,OPEN,CA930000044,050740,,19-Nov-04,13-Aug-21,1942269725,Y,Y,1.0,1.0,7/7/21 0:00,,JC,MARINA DEL REY HOSPITAL D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,30,4650 LINCOLN BLVD,MARINA DEL REY,90292,6306,"PACKWOOD, STEPHEN",,,(310) 823-8911,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000044.0,DISTINCT PART,17-Apr-70,930000096.0,"CFHS HOLDINGS, INC.",ACTIVE,17-Apr-70,19-Nov-21,18-Nov-22,NONPROFIT CORP,33.981741,-118.4400315,"(-118.4400315,33.981741)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13202,LICENSED AND CERTIFIED,USE PARENT MATCH,,930001163,OPEN,CA930000157,050078,,1-Jul-66,28-Oct-21,1942247291,Y,Y,1.0,1.0,7/10/21 0:00,,JC,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER SAN PEDRO,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,25,1300 W 7TH ST,SAN PEDRO,90732,3505,"OLNEY, GARRY",PLCMSP.REGULATORY@PROVIDENCE.ORG,,(213) 832-3311,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000157.0,DISTINCT PART,1-Jan-46,930000142.0,PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,ACTIVE,1-Jan-46,20-Dec-21,31-Oct-22,NONPROFIT CORP,33.738201,-118.3036185,"(-118.3036185,33.738201)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13210,LICENSED AND CERTIFIED,USE PARENT MATCH,,930001207,OPEN,CA930000026,050438,,1-Jul-66,16-Aug-21,1407828429,Y,Y,1.0,1.0,4/10/21 0:00,,JC,HUNTINGTON MEMORIAL HOSPITAL D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,41,100 W CALIFORNIA BLVD,PASADENA,91105,3010,"RALPH, STEPHEN",,,(626) 397-5000,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000026.0,DISTINCT PART,1-Jan-46,930000372.0,"PASADENA HOSPITAL ASSOCIATION, LTD",ACTIVE,1-Jan-46,25-Jan-22,28-Feb-22,NONPROFIT CORP,34.133418,-118.152207,"(-118.152207,34.133418)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13216,LICENSED ONLY,,,930001396,OPEN,930001396,,,,,,Y,Y,,,,,,GLENDORA HOSPITAL,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,63,150 W ROUTE 66,GLENDORA,91740,6207,"MACKAY, DOUGLAS",PSCARBORO@PRIMEHEALTHCARE.COM,(626) 852-5055,(626) 852-5054,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000060.0,"CHLB,LLC",ACTIVE,12-Jun-58,8-Nov-21,7-Nov-22,LIMITED LIABILITY COMPANY,34.12862393,-117.8661314,"(-117.8661314,34.128623934)",106190328.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13238,LICENSED AND CERTIFIED,USE PARENT MATCH,,930001555,OPEN,CA930000187,050124,,1-Jul-66,1-Sep-21,1033716147,Y,Y,1.0,15.0,12/3/21 0:00,,DNV GL,VERDUGO HILLS HOSPITAL D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,24,1812 VERDUGO BLVD,GLENDALE,91208,1407,"GLOSSY, BERNARD",,,(818) 790-7100,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000187.0,DISTINCT PART,8-Dec-72,930000173.0,USC VERDUGO HILLS HOSPITAL,ACTIVE,8-Dec-72,29-May-21,28-May-22,NONPROFIT CORP,34.205526,-118.2168,"(-118.2168,34.205526)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13266,LICENSED AND CERTIFIED,USE PARENT MATCH,,930001621,OPEN,CA93000140,050755,,1-Mar-06,18-Dec-17,1750491247,Y,Y,1.0,1.0,9/14/17 0:00,,JC,"SHERMAN OAKS HOSPITAL AND HEALTH CENTER, D/P APH",APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,19,4929 VAN NUYS BLVD,SHERMAN OAKS,91403,1702,"O'ROURKE, KATE",,,(818) 981-7111,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000140.0,DISTINCT PART,5-Mar-58,930000149.0,"PRIME HEALTHCARE SERVICES - SHERMAN OAKS, LLC",ACTIVE,5-Mar-58,1-Mar-21,28-Feb-22,LIMITED LIABILITY COMPANY,34.160256,-118.4488965,"(-118.4488965,34.160256)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13363,LICENSED AND CERTIFIED,USE PARENT MATCH,,930001800,OPEN,CA930000027,050704,,30-Nov-92,29-Apr-20,1750365375,Y,Y,1.0,1.0,11/16/19 0:00,,JC,MISSION COMMUNITY HOSPITAL-PANORAMA CAMPUS-D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,60,14850 ROSCOE BLVD,PANORAMA CITY,91402,4618,,,,(818) 787-2222,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,930000027.0,DISTINCT PART,13-Aug-65,930000101.0,"DEANCO HEALTHCARE, LLC",ACTIVE,13-Aug-65,17-Dec-21,11-Jul-22,LIMITED LIABILITY COMPANY,34.220412,-118.456542,"(-118.456542,34.220412)",,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
13562,LICENSED ONLY,,,960000206,OPEN,CA960000206,,,,,,N,N,,,,,,THE GUIDANCE CENTER,PSYCHC,PSYCHOLOGY CLINIC,NON-LTC,0,1301 PINE AVE,LONG BEACH,90813,3124,"COSTALES, PATRICIA",THICKS@TGCLB.ORG,(562) 490-9759,(562) 595-1159,200,LOS ANGELES,96,LA ICF/DD/CLINICS,Y,,PARENT,,960000140.0,THE GUIDANCE CENTER,ACTIVE,22-Sep-97,22-Nov-21,21-Nov-22,NONPROFIT CORP,33.78323144,-118.1924494,"(-118.1924494,33.783231439)",306197868.0,19,LOS ANGELES,6037,,,,,,15-Mar-22,False,False,False,True
