facility_name,facility_type,address,city,county,state,zip,capacity,latitude,longitude,other_details,phone_number
Union Of Pan Asian Communities,NON,3539 College Avenue,SAN DIEGO,San Diego County,CA,92115,0,32.74534705,-117.0566423,Co-Ed,(619) 818-3788 
"Mental Health Systems, Inc.",NON,6244 El Cajon Boulevard,SAN DIEGO,San Diego County,CA,92115-3918,0,32.764329,-117.0645435,Co-Ed,(619) 287-8225 
Union Of Pan Asian Communities,NON,3998 Vista Way,OCEANSIDE,San Diego County,CA,92056,0,33.18377059,-117.2931376,Co-Ed,(760) 295-9830 
Vista Hill Foundation,NON,4125 Alpha Street,SAN DIEGO,San Diego County,CA,92113,0,32.69185512,-117.1053784,Women Only,(619) 266-0166 
Union Of Pan Asian Communities,NON,865 Third Avenue,CHULA VISTA,San Diego County,CA,91911,0,32.62179247,-117.0722154,Co-Ed,(619) 271-7992 
Vista Hill Foundation,NON,3148 Midway Drive,SAN DIEGO,San Diego County,CA,92110,0,32.75039951,-117.208296,Co-Ed,(619) 363-0853 
Vista Hill Foundation,NON,220 Euclid Avenue,SAN DIEGO,San Diego County,CA,92114,0,32.706045,-117.086022,Youth/Adolescent,(619) 795-7232 
Vista Hill Foundation,NON,4990 Williams Avenue,LA MESA,San Diego County,CA,91942,0,32.76942588,-117.0371017,Women/Children,(619) 668-4205 
Alpha Project For The Homeless,RES,975 Postal Way,VISTA,San Diego County,CA,92083,132,33.1914583,-117.2318824,Men Only,(760) 630-9922 
New Entra Casa Corporation,RES,3575 Pershing Avenue,SAN DIEGO,San Diego County,CA,92104,6,32.74354009,-117.1346161,Women Only,(619) 294-4526 
"Healthcare Services, Inc.",RES-DETOX,3880 Rosecrans Street,SAN DIEGO,San Diego County,CA,92110,56,32.75429424,-117.2021844,Co-Ed,(619) 515-0243 
"Interfaith Community Services, Inc.",RES-DETOX,550 W. Washington Ave,ESCONDIDO,San Diego County,CA,92025,49,33.125166,-117.09198,Co-Ed,(760) 489-6380 
"Interfaith Community Services, Inc.",NON,1820 S. Escondido Blvd.,ESCONDIDO,San Diego County,CA,92025,0,33.10268209,-117.0716503,Co-Ed,(760) 294-2025 
San Diego Health Alliance,NON-DETOX,7545 Metropolitan Drive,SAN DIEGO,San Diego County,CA,92108,0,32.77687835,-117.1585697,Co-Ed,(619) 718-9890 
"Rejuve-Nations Outpatients Facility, Inc.",NON,4101 University Avenue,SAN DIEGO,San Diego County,CA,92105,0,32.749371,-117.106623,Co-Ed,(619) 602-9405 
San Diego Health Alliance,NON-DETOX,234 N. Magnolia Ave.,EL CAJON,San Diego County,CA,92020,0,32.797089,-116.962704,Co-Ed,(619) 579-8378 
San Diego Health Alliance,NON,1516 Main Street,RAMONA,San Diego County,CA,92065,0,33.03751926,-116.8766465,Co-Ed,(619) 718-9890 
"Farkas & Saalinger, Psychology Corp",NON,6046 Cornerstone Court West,SAN DIEGO,San Diego County,CA,92121,0,32.897565,-117.1907505,Co-Ed,(858) 453-4315 
San Diego Health Alliance,NON,1625 East Main Street,EL CAJON,San Diego County,CA,92021,0,32.8098726,-116.9202195,Co-Ed,(619) 718-9890 
San Diego Health Alliance,NON-DETOX,1560 Capalina Road,SAN MARCOS,San Diego County,CA,92069,0,33.15089044,-117.1946415,Co-Ed,(760) 744-2104 
"San Diego Treatment Services, Llc",NON-DETOX,1155 Third Ave.,CHULA VISTA,San Diego County,CA,91911,0,32.611887,-117.067941,Co-Ed,(619) 498-8260 
"St. Vincent De Paul Village, Inc.",NON,16 15Th Street,SAN DIEGO,San Diego County,CA,92101,0,32.70555014,-117.1503632,Co-Ed,(619) 645-6405 
"Jc Service And Enterprises, Inc.",NON,6244 El Cajon Boulevard,SAN DIEGO,San Diego County,CA,92115,0,32.764329,-117.0645435,Co-Ed,(888) 397-4773 
"Abc Sober Living., Llc",NON,2123 Garnet Avenue,SAN DIEGO,San Diego County,CA,92109,0,32.80192476,-117.2310566,Women Only,(866) 314-3181 
San Diego American Indian Health Center,NON,2602 First Avenue,SAN DIEGO,San Diego County,CA,92103,0,32.73273981,-117.1639721,Youth/Adolescent,(619) 234-2158 X102
"Aton Center, Inc.",RES-DETOX,3250 Country Rose Circle,ENCINITAS,San Diego County,CA,92024,6,33.06467723,-117.211885,Co-Ed,(858) 759-5017 
"Abc Sober Living., Llc",RES,5330 Soledad Mountain Road,SAN DIEGO,San Diego County,CA,92109,6,32.81616591,-117.2364388,Women Only,(858) 204-1304 
"Abc Sober Living., Llc",RES,5214 Soledad Mountain Road,SAN DIEGO,San Diego County,CA,92109,6,32.81450327,-117.2334383,Women Only,(858) 314-3222 
"Aton Center, Inc.",RES-DETOX,3238 Country Rose Circle,ENCINITAS,San Diego County,CA,92024,6,33.06450849,-117.2120695,Co-Ed,(858) 759-5017 
"West Coast Men'S, Llc",NON,801 Mission Avenue,OCEANSIDE,San Diego County,CA,92054,0,33.19713,-117.376902,Co-Ed,(855) 927-2687 
"Aton Center, Inc.",RES-DETOX,3262 Country Rose Circle,ENCINITAS,San Diego County,CA,92024,6,33.06485016,-117.2108086,Co-Ed,(858) 759-5017 
"Aton Center, Inc.",RES-DETOX,3225 Country Rose Circle,ENCINITAS,San Diego County,CA,92024,6,33.06408642,-117.2122274,Co-Ed,(858) 759-5017 
Pacific Bay Recovery Inc,RES-DETOX,4095 Jackdaw Street,SAN DIEGO,San Diego County,CA,92103,6,32.751603,-117.1739475,Co-Ed,(619) 461-3717 
Pacific Bay Recovery Inc,RES-DETOX,4959 Cresita Drive,SAN DIEGO,San Diego County,CA,92115,6,32.76758452,-117.0691324,Co-Ed,(619) 461-3717 
Pacific Bay Recovery Inc,RES-DETOX,4971 Cresita Drive,SAN DIEGO,San Diego County,CA,92115,6,32.76782859,-117.0691955,Co-Ed,(619) 350-8220 
"Aton Center, Inc.",RES-DETOX,3462 Western Springs Road,ENCINITAS,San Diego County,CA,92024,6,33.06435888,-117.210554,Co-Ed,(858) 759-5017 
"Apex Recovery, Llc",RES-DETOX,4251 Nabal Drive,LA MESA,San Diego County,CA,91941,6,32.756949,-116.965521,Co-Ed,(619) 756-6424 
Pacific Bay Recovery Inc,NON-DETOX,1501 Fifth Avenue,SAN DIEGO,San Diego County,CA,92101,0,32.72129782,-117.1601882,Dual Diagnosis,(619) 350-8220 
"Community Behavioral Health Solutions, Inc.",NON,7071 Consolidated Way,SAN DIEGO,San Diego County,CA,92121,0,32.87853666,-117.1622462,Co-Ed,(619) 452-1200 X3
"Apex Recovery, Llc",RES,3480 Hidden Trail Dr.,JAMUL,San Diego County,CA,91935,6,32.73416303,-116.853326,Co-Ed,(916) 756-6424 
"Apex Recovery, Llc",RES-DETOX,10383 Bonnie Lane,LA MESA,San Diego County,CA,91941,6,32.77248845,-116.9743046,Co-Ed,(619) 741-8046 
"Family Health Centers Of San Diego, Inc.",NON,2136 El Cajon Boulevard,SAN DIEGO,San Diego County,CA,92104,0,32.75538306,-117.1416716,Co-Ed,(619) 515-2588 
Windriver Recovery Llc ,RES-DETOX,1809 Windriver Street,SAN MARCOS,San Diego County,CA,92078,6,33.09778953,-117.1813722,Co-Ed,(619) 363-4767 
Crownview Co-Occurring Institute Incorporated,NON,315 North Clementine Street,OCEANSIDE,San Diego County,CA,92054,0,33.19905595,-117.377684,Women/Youth,(760) 231-1170 
"Family Health Centers Of San Diego, Inc.",NON,710 10Th St,IMPERIAL BEACH,San Diego County,CA,91932,0,32.58360137,-117.1118827,Co-Ed,(619) 906-4686 
Kali West Llc,RES-DETOX,2912 Managua Place,CARLSBAD,San Diego County,CA,92009,6,33.09476854,-117.2460655,Women Only,(760) 683-5152 
"Southern California Recovery Centers Oceanside, Llc",NON,2850 Pio Pico Drive,CARLSBAD,San Diego County,CA,92008,0,33.16624984,-117.3432004,Men Only,(760) 517-1758 
Crownview Co-Occurring Institute Incorporated,NON,212 North Clementine Street,OCEANSIDE,San Diego County,CA,92054,0,33.1980581,-117.3767835,Co-Ed,(760) 231-1170 
"Genesis Recovery, Inc.",RES,24352 Featherstone Canyon Road,LAKESIDE,San Diego County,CA,92040,24,32.94780535,-116.7980214,Men Only,(619) 797-7319 
"La Jolla Recovery, Inc.",NON,7632 Herschel Avenue,LA JOLLA,San Diego County,CA,92037,0,32.84346657,-117.2721627,Co-Ed,(858) 345-7926 
"La Jolla Recovery, Inc.",RES-DETOX,2140 Hartford Street,SAN DIEGO,San Diego County,CA,92110-1312,6,32.78351851,-117.1998529,Co-Ed,(858) 877-3422 
"La Jolla Recovery, Inc.",RES-DETOX,1446 Diamond Street,SAN DIEGO,San Diego County,CA,92109,6,32.80197489,-117.2444223,Co-Ed,(858) 345-7926 
"Pacific Palms Recovery, Llc",NON,2215 Mesa Drive,OCEANSIDE,San Diego County,CA,92054,0,33.20809919,-117.3585489,Men Only,(800) 221-8750 
"La Jolla Recovery, Inc.",RES-DETOX,5978 La Jolla Corona Drive,LA JOLLA,San Diego County,CA,92037-7447,6,32.8213541,-117.2668452,Co-Ed,(858) 877-3422 
"Paragon Recovery, Llc",RES-DETOX,1852 Santa Margarita Drive,FALLBROOK,San Diego County,CA,92028,6,33.40494,-117.2459385,Co-Ed,(760) 361-1386 
Hazelden Betty Ford Foundation,NON,11720 El Camino Real,SAN DIEGO,San Diego County,CA,92130,0,32.92992985,-117.2376205,Families,(888) 338-9773 
California Addiction Treatment Center Llc,RES-DETOX,3875 Peony Drive,FALLBROOK,San Diego County,CA,92028,6,33.35763774,-117.1755942,Co-Ed,(951) 764-3950 
"California Coastal Recovery Centers, Llc",NON,1582 W. San Marcos Blvd,SAN MARCOS,San Diego County,CA,92078,0,33.13145953,-117.202095,Families,(858) 342-9151 
"Corecivic Of Tennessee, Llc",RES,2727 Boston Avenue,SAN DIEGO,San Diego County,CA,92113,120,32.69381045,-117.1350202,Men Only,(619) 232-1066 
"Restore Treatment Centers, Llc",RES-DETOX,14099 Sky Mountain Trail,POWAY,San Diego County,CA,92064,6,32.946714,-117.026559,Co-Ed,(858) 302-4417 
"Bold Health Medical Group, A Professional Corporation",NON-DETOX,561 Saxony Place,ENCINITAS,San Diego County,CA,92024,0,33.05478964,-117.2877126,Co-Ed,(760) 503-4703 
Paradise Detox,RES-DETOX,5935 Joel Lane,LA MESA,San Diego County,CA,91942,6,32.78643086,-116.9916723,Co-Ed,(619) 786-1252 
"Mission Treatment Services, Inc.",NON,1905 Apple Street,OCEANSIDE,San Diego County,CA,92054,0,33.19456681,-117.3574161,Co-Ed,(760) 547-1280 
"Paragon Recovery, Llc",NON,1434 S Mission Road,FALLBROOK,San Diego County,CA,92028,0,33.367203,-117.249714,Co-Ed,(760) 990-9084 
"Mission Treatment Services, Inc.",NON,161 N. Date Street,ESCONDIDO,San Diego County,CA,92025,0,33.12664154,-117.0703232,Co-Ed,(769) 745-7786 
Episcopal Community Services,NON,4660 El Cajon Boulevard,SAN DIEGO,San Diego County,CA,92115,0,32.75631,-117.0938025,Co-Ed,(619) 597-7335 
"Mission Treatment Services, Inc.",NON,8898 Clairemont Mesa Blvd.,SAN DIEGO,San Diego County,CA,92123,0,32.8315115,-117.1370579,Co-Ed,(858) 715-1211 
San Diego Second Chance Program,NON,6145 Imperial Avenue,SAN DIEGO,San Diego County,CA,92114,0,32.7095606,-117.0658712,Co-Ed,(619) 534-8888 
Bh-Sd Dd Opco Llc,RES-DETOX,2456 E Street,SAN DIEGO,San Diego County,CA,92102,35,32.71476912,-117.1412493,Co-Ed,(619) 889-3399 
"Refresh Recovery, Llc",NON,4141 Jutland Drive,SAN DIEGO,San Diego County,CA,92117,0,32.82408044,-117.2281517,Co-Ed,(858) 281-0220 
A Ka Center Llc,RES-DETOX,4715 Divine Way,LA MESA,San Diego County,CA,91941-6832,6,32.76360142,-116.9840038,Co-Ed,(858) 349-3760 
A Ka Center Llc,NON,5358 Jackson Dr,LA MESA,San Diego County,CA,91942,0,32.77670036,-117.0174926,Dual Diagnosis,(848) 349-3760 
Rhombus,NON,8058 La Mesa Blvd.,LA MESA,San Diego County,CA,91942,0,32.76342404,-117.0234735,Co-Ed,(619) 463-9742 
Akasha Center Limited Liability Company,RES-DETOX,2281 Cambridge Avenue,CARDIFF-BY-THE-SEA,San Diego County,CA,92007,6,33.02026863,-117.2765178,Co-Ed,(949) 482-8887 
"Crownview Telehealth Institute, Llc",NON,322 North Nevada Street,OCEANSIDE,San Diego County,CA,92054,0,33.198966,-117.3783465,Co-Ed,(760) 828-8222 
Twin Cities Health Services,NON,1357 7Th Avenue,SAN DIEGO,San Diego County,CA,92101-4381,0,32.71936654,-117.1583367,Co-Ed,(619) 663-5818 
"Aar Healthcare,Pc",NON-DETOX,1595 Grand Ave,SAN MARCOS,San Diego County,CA,92078,0,33.144831,-117.198522,Dual Diagnosis,(760) 571-5050 
Mental Health Center Of San Diego Llc,NON,960 Grand Ave.,SAN DIEGO,San Diego County,CA,92109,0,32.7954239,-117.2518548,Dual Diagnosis,(619) 450-1874 
Arise Treatment Homes Llc,RES-DETOX,1321 Clear Crest Circle,VISTA,San Diego County,CA,92084,8,33.21814785,-117.2385426,Co-Ed,(760) 237-0025 
"Zaks House, Inc.",RES-DETOX,1419 Winter Haven Rd,FALLBROOK,San Diego County,CA,92028,6,33.34731761,-117.229451,Dual Diagnosis,(312) 315-3315 
"Villa Oasis San Diego, Inc. ",RES-DETOX,14980 Rancho Santa Fe Farms Road,RANCHO SANTA FE,San Diego County,CA,92067,6,32.98314656,-117.1811408,Co-Ed,(833) 736-2747 
Latitude Telehealth Services Llc,NON,560 Carlsbad Village Drive,CARLSBAD,San Diego County,CA,92008,0,33.15997602,-117.3481566,Dual Diagnosis,(760) 808-2504 
Carlsbad Mental Health Services Llc,NON,2850 Pio Pico Drive,CARLSBAD,San Diego County,CA,92008,0,33.16624984,-117.3432004,Co-Ed,(949) 359-5669 
417 North County Llc,NON,1595 Grand Ave,SAN MARCOS,San Diego County,CA,92078,0,33.144831,-117.198522,Dual Diagnosis,
Pacific Beach Health Llc,NON,2108 Garnet Ave,SAN DIEGO,San Diego County,CA,92109,0,32.802138,-117.231561,Dual Diagnosis,
"Psyclarity Health San Diego, Llc",NON,2667 Camino Del Rio South,MISSION VALLEY,San Diego County,CA,92108,0,32.76981104,-117.1355304,Co-Ed,(704) 771-0676 
"Baker Places, Inc.",RES,1249 Scott Street,SAN FRANCISCO,San Francisco County,CA,94115,12,37.781559,-122.437692,Co-Ed,(415) 922-9104 
"Baker Places, Inc.",RES-DETOX,101 Gough Street,SAN FRANCISCO,San Francisco County,CA,94102,31,37.774224,-122.422752,Co-Ed,(415) 553-4490 
"Baker Places, Inc.",RES,1326 4Th Avenue,SAN FRANCISCO,San Francisco County,CA,94122,10,37.76379035,-122.4609154,Men Only,(415) 682-2080 
"Alcoholics Rehabilitation Association Of San Francisco, Inc.",RES,1035 Haight Street,SAN FRANCISCO,San Francisco County,CA,94117,45,37.77095342,-122.4392957,Co-Ed,(415) 863-3661 
The Friendship House Association Of American Indians,RES,56 Julian Avenue,SAN FRANCISCO,San Francisco County,CA,94103,80,37.767249,-122.4213975,Co-Ed,(415) 865-0964 
The Salvation Army,RES-DETOX,1275 Harrison Street,SAN FRANCISCO,San Francisco County,CA,94103,136,37.77275172,-122.4097018,Co-Ed,(415) 503-3000 
The Mission Council On Alcohol Abuse For The Spanish Speaking,NON,154-A Capp Street,SAN FRANCISCO,San Francisco County,CA,94110,0,37.76406341,-122.4186201,Families,(415) 826-0554 
The Mission Council On Alcohol Abuse For The Spanish Speaking,NON,154-A Capp Street,SAN FRANCISCO,San Francisco County,CA,94110,0,37.76406341,-122.4186201,Co-Ed,(415) 826-6767 
Henry Ohlhoff House,RES-DETOX,601 Steiner Street,SAN FRANCISCO,San Francisco County,CA,94117,52,37.774854,-122.4330435,Co-Ed,(415) 621-4388 
Healthright 360,RES-DETOX,890 Hayes Street,SAN FRANCISCO,San Francisco County,CA,94117,115,37.776159,-122.4309015,Men Only,(415) 970-7500 
Henry Ohlhoff House,RES,927 Irving Street,SAN FRANCISCO,San Francisco County,CA,94122,0,37.76394804,-122.4679685,Co-Ed,(415) 575-1100 
Healthright 360,NON,1735 Mission Street,SAN FRANCISCO,San Francisco County,CA,94103,0,37.769508,-122.419449,Co-Ed,(415) 970-7500 
Healthright 360,NON,1601 Donner Avenue ,SAN FRANCISCO,San Francisco County,CA,94124,0,37.72438021,-122.394152,Co-Ed,(415) 970-7500 
Healthright 360,RES-DETOX,2261 Bryant Street,SAN FRANCISCO,San Francisco County,CA,94110,16,37.75827643,-122.4096342,Women/Children,(415) 970-7500 
Healthright 360,NON,2020 Hayes Street,SAN FRANCISCO,San Francisco County,CA,94117,0,37.77372,-122.44968,Co-Ed,(415) 750-5125 
Healthright 360,NON,1563 Mission Street,SAN FRANCISCO,San Francisco County,CA,94103,0,37.77328496,-122.4183433,Co-Ed,(415) 762-3700 X301
The Good Shepherd Gracenter Of San Francisco,RES,250 Amherst Street,SAN FRANCISCO,San Francisco County,CA,94134,13,37.72619552,-122.416151,Women Only,(415) 337-1938 
St. Anthony Foundation,RES,291 10Th Street,SAN FRANCISCO,San Francisco County,CA,94103,80,37.77303436,-122.4130483,Men Only,(415) 592-2880 
"Latino Commission On Alcohol And Drug Abuse Services Of San Mateo County, Inc.",RES,635 Brunswick Street,SAN FRANCISCO,San Francisco County,CA,94112,9,37.709055,-122.4459585,Men Only,(415) 337-4065 
"Horizons Unlimited Of San Francisco, Inc.",NON,440 Potrero Avenue,SAN FRANCISCO,San Francisco County,CA,94110,0,37.764153,-122.407911,Youth/Adolescent,(415) 487-6700 
Mount St. Joseph - St. Elizabeth,RES,100 Masonic Avenue,SAN FRANCISCO,San Francisco County,CA,94118,26,37.78055229,-122.4474146,Co-Ed,(415) 567-8370 
Curry Senior Center,NON,315 Turk Street,SAN FRANCISCO,San Francisco County,CA,94102,0,37.78273147,-122.4143624,Co-Ed,(415) 292-1052 
San Francisco Sheriff'S Department,NON,70 Oak Grove Street,SAN FRANCISCO,San Francisco County,CA,94107,0,37.77736554,-122.4019925,Co-Ed,(415) 575-6450 
"Asian And Pacific Islander Wellness Center, Inc.",NON,730 Polk Street,SAN FRANCISCO,San Francisco County,CA,94109,0,37.783818,-122.419008,Co-Ed,(415) 292-3400 
The San Francisco Aids Foundation,NON,1035 Market Street,SAN FRANCISCO,San Francisco County,CA,94103,0,37.781217,-122.4107865,Men Only,(415) 487-3100 
"Latino Commission On Alcohol And Drug Abuse Services Of San Mateo County, Inc.",RES,1724-1726 Bryant Street,SAN FRANCISCO,San Francisco County,CA,94110,6,37.76506316,-122.4104904,Co-Ed,(415) 558-9125 
Frn Outpatient San Francisco Llc,NON,1700 Montgomery Street,SAN FRANCISCO,San Francisco County,CA,94111,0,37.805274,-122.404581,Co-Ed,(415) 293-1370 
The Regents Of The University Of California,NON,1930 Market Street,SAN FRANCISCO,San Francisco County,CA,94102,0,37.77034839,-122.4255387,Co-Ed,(415) 476-3902 
City And County Of San Francisco,NON,555 Polk Street,SAN FRANCISCO,San Francisco County,CA,94102,0,37.7819011,-122.4189763,Co-Ed,(415) 202-2810 
Marina Harbor Detox Llc,RES-DETOX,289 Marina Boulevard,SAN FRANCISCO,San Francisco County,CA,94123,6,37.80641652,-122.4370715,Co-Ed,(415) 868-3858 
San Joaquin County Behavioral Health Services,NON,620 N Aurora Street,STOCKTON,San Joaquin County,CA,95202,0,37.961136,-121.2802785,Co-Ed,(209) 468-3720 
Healthright 360,RES-DETOX,815 Buena Vista West,SAN FRANCISCO,San Francisco County,CA,94117,108,37.76921691,-122.4429562,Co-Ed,(415) 970-7500 
San Joaquin County Behavioral Health Services,RES-DETOX,500 West Hospital Road,FRENCH CAMP,San Joaquin County,CA,95231,47,37.886715,-121.284144,Co-Ed,(209) 468-6857 
San Joaquin County Behavioral Health Services,RES,500 West Hospital Road,FRENCH CAMP,San Joaquin County,CA,95231,28,37.886715,-121.284144,Co-Ed,(209) 468-6208 
Alcohol And Drug Awareness Program,RES-DETOX,1981 Cherokee Road,STOCKTON,San Joaquin County,CA,95205,80,37.97913671,-121.2636624,Co-Ed,(209) 870-6506 
"Native Directions, Inc.",RES,13505 South Union Road,MANTECA,San Joaquin County,CA,95336,20,37.84066925,-121.2365436,Men Only,(209) 858-2421 
Service First Of Northern California,NON,1222 Monaco Court,STOCKTON,San Joaquin County,CA,95207,0,37.98801,-121.320054,Co-Ed,(209) 644-6327 
Alcohol And Drug Awareness Program,NON,1981 Cherokee Road,STOCKTON,San Joaquin County,CA,95205,0,37.97913671,-121.2636624,Co-Ed,(209) 870-6500 
"Valley Community Counseling Services, Inc.",NON,1300 W. Lodi Avenue,LODI,San Joaquin County,CA,95242,0,38.13001153,-121.2899535,Co-Ed,(209) 334-2126 
Service First Of Northern California,NON,1001 N. Center Street,STOCKTON,San Joaquin County,CA,95202,0,37.96243575,-121.293873,Co-Ed,(209) 644-4829 
Stockton Circle Of Friends Adult Programs,RES,3128 East Anita Street,STOCKTON,San Joaquin County,CA,95205,18,37.97193926,-121.2517911,Men Only,(209) 451-0315 
"Valley Community Counseling Services, Inc.",NON,129 East Center Street,MANTECA,San Joaquin County,CA,95336,0,37.799334,-121.215438,Co-Ed,(209) 823-1911 
County Of San Luis Obispo And Alcohol Services,NON-DETOX,2180 Johnson Avenue,SAN LUIS OBISPO,San Luis Obispo County,CA,93401,0,35.27515017,-120.6470451,Co-Ed,(805) 781-4275 
"Valley Community Counseling Services, Inc.",NON,19 East 6Th Street,TRACY,San Joaquin County,CA,95376,0,37.73491132,-121.4251341,Co-Ed,(209) 835-8583 
"Bryan'S House Recovery Home, Inc.",RES,5655 Ardilla Avenue,ATASCADERO,San Luis Obispo County,CA,93422,6,35.48911411,-120.6728462,Women/Youth,(805) 464-4660 
Serenity Recovery Treatment Center,NON,672 West 11Th Street,TRACY,San Joaquin County,CA,95376,0,37.738809,-121.435965,Co-Ed,(209) 831-9767 
County Of San Luis Obispo And Alcohol Services,NON,1523 Longbranch Avenue,GROVER BEACH,San Luis Obispo County,CA,93433,0,35.11916549,-120.6124602,Co-Ed,(805) 473-7080 
"Tikva Treatment, Llc",NON,391 Front Street,GROVER BEACH,San Luis Obispo County,CA,93433,0,35.12437644,-120.6301188,Co-Ed,(805) 202-3440 
"Tikva Treatment, Llc",RES-DETOX,2030 Idyllwild Place,ARROYO GRANDE,San Luis Obispo County,CA,93420,6,35.05000748,-120.5696211,Co-Ed,(805) 689-8024 
"Tikva Treatment, Llc",RES-DETOX,944 Via Solana,ARROYO GRANDE,San Luis Obispo County,CA,93420,6,35.07068312,-120.5943866,Co-Ed,(805) 202-3440 
"Ken Starr, M.D. Wellness Group, Inc.",NON-DETOX,107 Nelson Street,ARROYO GRANDE,San Luis Obispo County,CA,93420,0,35.12181429,-120.5776548,Families,(805) 242-1360 
"Aspire Counseling Services, Inc.",NON,865 Aerovista Place,SAN LUIS OBISPO,San Luis Obispo County,CA,93401,0,35.24252395,-120.6409256,Co-Ed,(805) 329-5595 
"Restorative Partners, Inc.",NON,3220 S Higuera Street,SAN LUIS OBISPO,San Luis Obispo County,CA,93401,0,35.25657842,-120.6687215,Co-Ed,(805) 242-1272 
"Tikva Treatment, Llc",RES-DETOX,929 Hidden Pine Lane,ARROYO GRANDE,San Luis Obispo County,CA,93420,6,35.15103604,-120.5756278,Co-Ed,(805) 202-3440 
"Horizon Services, Incorporated",RES-DETOX,2251 Palm Avenue,SAN MATEO,San Mateo County,CA,94403,22,37.54622932,-122.3061788,Co-Ed,(650) 513-6500 
"Our Common Ground, Inc.",RES,2560 Pulgas Avenue,EAST PALO ALTO,San Mateo County,CA,94303,30,37.47532039,-122.1318683,Men Only,(650) 325-6466 
Caminar,NON-DETOX,416 2Nd Avenue,SAN MATEO,San Mateo County,CA,94401-3205,0,37.56720742,-122.3218442,Men Only,(650) 579-7157 
Services League Of San Mateo County,RES,3787-A Hoover Street,REDWOOD CITY,San Mateo County,CA,94063,16,37.48318427,-122.1836387,Women/Children,(650) 363-8735 
"Bright Future Recovery, Inc.",RES-DETOX,6850 Ontario Road,SAN LUIS OBISPO,San Luis Obispo County,CA,93405,6,35.18818019,-120.7017645,Co-Ed,(831) 498-2028 
"Latino Commission On Alcohol And Drug Abuse Services Of San Mateo County, Inc.",RES,508 7Th Avenue,SAN BRUNO,San Mateo County,CA,94066-4522,9,37.62544576,-122.404744,Women Only,(650) 244-1444 
"Latino Commission On Alcohol And Drug Abuse Services Of San Mateo County, Inc.",RES,401 Briarfield Way,BELMONT,San Mateo County,CA,94002,9,37.527174,-122.2741215,Men Only,(650) 355-7573 
"Latino Commission On Alcohol And Drug Abuse Services Of San Mateo County, Inc.",NON,1001 Sneath Lane,SAN BRUNO,San Mateo County,CA,94066-2308,0,37.63469178,-122.4257887,Co-Ed,(650) 244-1444 
"El Centro De Libertad/The Freedom Center, Inc.",NON,500 Allerton Street,REDWOOD CITY,San Mateo County,CA,94063,0,37.488816,-122.2314795,Co-Ed,(650) 599-9955 
Sitike,NON,306 Spruce Avenue,SOUTH SAN FRANCISCO,San Mateo County,CA,94080,0,37.65702752,-122.4157548,Co-Ed,(650) 589-9305 
Free At Last: Community Recovery And Rehabilitation Services,RES,1085-A Weeks Street,EAST PALO ALTO,San Mateo County,CA,94303,18,37.47027412,-122.1312082,Men Only,(650) 462-6999 
Free At Last: Community Recovery And Rehabilitation Services,RES,819 Jamie Lane,EAST PALO ALTO,San Mateo County,CA,94303,10,37.47058808,-122.136712,Women/Children,(650) 462-6999 
Starvista,NON,609 Price Avenue,REDWOOD CITY,San Mateo County,CA,94063,0,37.49322138,-122.2305561,Co-Ed,(650) 591-9623 
"El Centro De Libertad/The Freedom Center, Inc.",NON,225 South Cabrillo Hwy,HALF MOON BAY,San Mateo County,CA,94109,0,37.465029,-122.4329895,Co-Ed,(650) 560-9995 
Starvista,NON,333 Gellert Boulevard ,DALY CITY,San Mateo County,CA,94015,0,37.666674,-122.4668205,Co-Ed,(650) 366-8436 
Free At Last: Community Recovery And Rehabilitation Services,NON,1796 Bay Road,EAST PALO ALTO,San Mateo County,CA,94303,0,37.47166011,-122.1358203,Co-Ed,(650) 462-6999 
Jericho Project,RES,163 Del Prado Drive,DALY CITY,San Mateo County,CA,94015,24,37.68101628,-122.4796466,Men Only,(650) 994-9832 
Healthright 360,NON,6181 Mission Street,DALY CITY,San Mateo County,CA,94014,0,37.70676263,-122.4584374,Co-Ed,(415) 337-0140 
Healthright 360,RES,27 North Humboldt Street,SAN MATEO,San Mateo County,CA,94401,5,37.57302792,-122.3200558,Women/Children,(650) 348-6603 
Starvista,RES-DETOX,826 Mahler Road,BURLINGAME,San Mateo County,CA,94010,4,37.59725613,-122.3672486,Co-Ed,(650) 689-5597 
Starvista,NON,335 Quarry Road,SAN CARLOS,San Mateo County,CA,94070,0,37.51888612,-122.2652236,Women Only,(650) 591-3636 
Healthright 360,RES,900 Laurel Avenue,SAN MATEO,San Mateo County,CA,94401,12,37.560573,-122.319405,Men Only,(650) 348-8808 
Healthright 360,RES,202 East Bellevue Avenue,SAN MATEO,San Mateo County,CA,94401,15,37.5723352,-122.3357602,Women Only,(650) 348-6603 
Healthright 360,NON,2015 Pioneer Court,SAN MATEO,San Mateo County,CA,94403,0,37.54709498,-122.3120486,Co-Ed,(415) 762-3700 
The Salvation Army,RES-DETOX,423 Chapala Street,SANTA BARBARA,Santa Barbara County,CA,93101,24,34.41498577,-119.6956915,Co-Ed,(805) 962-6281 X1104
Jeff Robert Jeffery,NON,117 S. Benwiley Avenue,SANTA MARIA,Santa Barbara County,CA,93458,0,34.95301339,-120.445754,Co-Ed,(805) 332-3439 
