Column,facility_name,facility_type,facility_clean,address,city,county,state,zip,capacity,latitude,longitude,phone_number,other_details,full_address
1358,"Mcalister Institute For Treatment & Education, Inc.",NON,NON,1701 Mission Avenue,OCEANSIDE,SAN DIEGO,CA,92058-7110,0,33.20297705,-117.366591,(760) 721-2781 ,Co-Ed,"1701 Mission Avenue, OCEANSIDE, SAN DIEGO COUNTY, CA, 92058-7110"
1359,"Mcalister Institute For Treatment & Education, Inc.",NON,NON,200 E. Washington Avenue,ESCONDIDO,SAN DIEGO,CA,92025-1806,0,33.127803,-117.0820665,(760) 741-7708 ,Co-Ed,"200 E. Washington Avenue, ESCONDIDO, SAN DIEGO COUNTY, CA, 92025-1806"
1360,"Mcalister Institute For Treatment & Education, Inc.",NON,NON,2414 Hoover Avenue,NATIONAL CITY,SAN DIEGO,CA,91950-8581,0,32.66098158,-117.1046341,(619) 336-1226 ,Women Only,"2414 Hoover Avenue, NATIONAL CITY, SAN DIEGO COUNTY, CA, 91950-8581"
1361,"Mcalister Institute For Treatment & Education, Inc.",NON,NON,1365 North Johnson Avenue,EL CAJON,SAN DIEGO,CA,92020-1649,0,32.813955,-116.970354,(619) 440-4801 ,Co-Ed,"1365 North Johnson Avenue, EL CAJON, SAN DIEGO COUNTY, CA, 92020-1649"
1362,"Mcalister Institute For Treatment & Education, Inc.",RES-DETOX,RES-DETOX,2049 Skyline Drive,LEMON GROVE,SAN DIEGO,CA,91945-4421,155,32.72729349,-117.0254678,(619) 465-7303 ,Co-Ed/Children,"2049 Skyline Drive, LEMON GROVE, SAN DIEGO COUNTY, CA, 91945-4421"
1363,"Mcalister Institute For Treatment & Education, Inc.",DSS,DSS,2219 Odessa Court,LEMON GROVE,SAN DIEGO,CA,91945,0,32.72894911,-117.0384657,(619) 461-4871 ,Youth/Adolescent,"2219 Odessa Court, LEMON GROVE, SAN DIEGO COUNTY, CA, 91945"
1364,Epidaurus,RES,RES,2260 Watson Way,VISTA,SAN DIEGO,CA,92083,60,33.163857,-117.223038,(760) 599-1892 ,Men Only,"2260 Watson Way, VISTA, SAN DIEGO COUNTY, CA, 92083"
1365,"Mental Health Systems, Inc.",NON,NON,504 West Vista Way,VISTA,SAN DIEGO,CA,92083-5704,0,33.19662295,-117.2511666,(760) 940-1836 ,Co-Ed,"504 West Vista Way, VISTA, SAN DIEGO COUNTY, CA, 92083-5704"
1366,"Mcalister Institute For Treatment & Education, Inc.",DHS,DHS,2315 Bar Bit Road,SPRING VALLEY,SAN DIEGO,CA,91978-1901,0,32.72604499,-116.957939,(619) 337-3830 ,Co-Ed,"2315 Bar Bit Road, SPRING VALLEY, SAN DIEGO COUNTY, CA, 91978-1901"
1367,"Mental Health Systems, Inc.",NON,NON,3340 Kemper Street,SAN DIEGO,SAN DIEGO,CA,92110,0,32.75288691,-117.2146788,(619) 523-8121 ,Co-Ed,"3340 Kemper Street, SAN DIEGO, SAN DIEGO COUNTY, CA, 92110"
1368,"Mental Health Systems, Inc.",NON,NON,10159 Mission Gorge Road,SANTEE,SAN DIEGO,CA,92071,0,32.8384673,-116.9760598,(619) 579-0947 ,Co-Ed,"10159 Mission Gorge Road, SANTEE, SAN DIEGO COUNTY, CA, 92071"
1369,"Mental Health Systems, Inc.",NON,NON,10201 Mission Gorge Road,SANTEE,SAN DIEGO,CA,92071-3027,0,32.836806,-116.975961,(619) 383-6868 ,Co-Ed,"10201 Mission Gorge Road, SANTEE, SAN DIEGO COUNTY, CA, 92071-3027"
1370,"Mental Health Systems, Inc.",NON,NON,340 Rancheros Drive,SAN MARCOS,SAN DIEGO,CA,92069-2980,0,33.139629,-117.156663,(760) 744-3672 ,Youth/Adolescent,"340 Rancheros Drive, SAN MARCOS, SAN DIEGO COUNTY, CA, 92069-2980"
1371,"Mental Health Systems, Inc.",NON,NON,336 Oxford Street,CHULA VISTA ,SAN DIEGO,CA,91911,0,32.60986883,-117.0691544,(858) 573-2600 ,Co-Ed,"336 Oxford Street, CHULA VISTA , SAN DIEGO COUNTY, CA, 91911"
1372,"Mental Health Systems, Inc.",RES-DETOX,RES-DETOX,1100 Sportfisher Drive,OCEANSIDE,SAN DIEGO,CA,92054,55,33.201711,-117.3774105,(760) 439-6702 ,Women/Children,"1100 Sportfisher Drive, OCEANSIDE, SAN DIEGO COUNTY, CA, 92054"
1373,"Mental Health Systems, Inc.",NON,NON,3340 Kemper Street,SAN DIEGO,SAN DIEGO,CA,92110,0,32.75288691,-117.2146788,(619) 758-1433 ,Co-Ed,"3340 Kemper Street, SAN DIEGO, SAN DIEGO COUNTY, CA, 92110"
1374,Union Of Pan Asian Communities,NON,NON,3288 El Cajon Boulevard,SAN DIEGO,SAN DIEGO,CA,92104,0,32.755581,-117.122805,(619) 521-5720 ,Co-Ed,"3288 El Cajon Boulevard, SAN DIEGO, SAN DIEGO COUNTY, CA, 92104"
1375,Union Of Pan Asian Communities,NON,NON,3539 College Avenue,SAN DIEGO,SAN DIEGO,CA,92115,0,32.74534705,-117.0566423,(619) 818-3788 ,Co-Ed,"3539 College Avenue, SAN DIEGO, SAN DIEGO COUNTY, CA, 92115"
1376,"Mental Health Systems, Inc.",NON,NON,6244 El Cajon Boulevard,SAN DIEGO,SAN DIEGO,CA,92115-3918,0,32.764329,-117.0645435,(619) 287-8225 ,Co-Ed,"6244 El Cajon Boulevard, SAN DIEGO, SAN DIEGO COUNTY, CA, 92115-3918"
1377,Union Of Pan Asian Communities,NON,NON,3998 Vista Way,OCEANSIDE,SAN DIEGO,CA,92056,0,33.18377059,-117.2931376,(760) 295-9830 ,Co-Ed,"3998 Vista Way, OCEANSIDE, SAN DIEGO COUNTY, CA, 92056"
1378,Vista Hill Foundation,NON,NON,4125 Alpha Street,SAN DIEGO,SAN DIEGO,CA,92113,0,32.69185512,-117.1053784,(619) 266-0166 ,Women Only,"4125 Alpha Street, SAN DIEGO, SAN DIEGO COUNTY, CA, 92113"
1379,Union Of Pan Asian Communities,NON,NON,865 Third Avenue,CHULA VISTA,SAN DIEGO,CA,91911,0,32.62179247,-117.0722154,(619) 271-7992 ,Co-Ed,"865 Third Avenue, CHULA VISTA, SAN DIEGO COUNTY, CA, 91911"
1380,Vista Hill Foundation,NON,NON,3148 Midway Drive,SAN DIEGO,SAN DIEGO,CA,92110,0,32.75039951,-117.208296,(619) 363-0853 ,Co-Ed,"3148 Midway Drive, SAN DIEGO, SAN DIEGO COUNTY, CA, 92110"
1381,Vista Hill Foundation,NON,NON,220 Euclid Avenue,SAN DIEGO,SAN DIEGO,CA,92114,0,32.706045,-117.086022,(619) 795-7232 ,Youth/Adolescent,"220 Euclid Avenue, SAN DIEGO, SAN DIEGO COUNTY, CA, 92114"
1382,Vista Hill Foundation,NON,NON,4990 Williams Avenue,LA MESA,SAN DIEGO,CA,91942,0,32.76942588,-117.0371017,(619) 668-4205 ,Women/Children,"4990 Williams Avenue, LA MESA, SAN DIEGO COUNTY, CA, 91942"
1383,Alpha Project For The Homeless,RES,RES,975 Postal Way,VISTA,SAN DIEGO,CA,92083,132,33.1914583,-117.2318824,(760) 630-9922 ,Men Only,"975 Postal Way, VISTA, SAN DIEGO COUNTY, CA, 92083"
1384,New Entra Casa Corporation,RES,RES,3575 Pershing Avenue,SAN DIEGO,SAN DIEGO,CA,92104,6,32.74354009,-117.1346161,(619) 294-4526 ,Women Only,"3575 Pershing Avenue, SAN DIEGO, SAN DIEGO COUNTY, CA, 92104"
1385,"Healthcare Services, Inc.",RES-DETOX,RES-DETOX,3880 Rosecrans Street,SAN DIEGO,SAN DIEGO,CA,92110,56,32.75429424,-117.2021844,(619) 515-0243 ,Co-Ed,"3880 Rosecrans Street, SAN DIEGO, SAN DIEGO COUNTY, CA, 92110"
1386,"Interfaith Community Services, Inc.",RES-DETOX,RES-DETOX,550 W. Washington Ave,ESCONDIDO,SAN DIEGO,CA,92025,49,33.125166,-117.09198,(760) 489-6380 ,Co-Ed,"550 W. Washington Ave, ESCONDIDO, SAN DIEGO COUNTY, CA, 92025"
1387,"Interfaith Community Services, Inc.",NON,NON,1820 S. Escondido Blvd.,ESCONDIDO,SAN DIEGO,CA,92025,0,33.10268209,-117.0716503,(760) 294-2025 ,Co-Ed,"1820 S. Escondido Blvd., ESCONDIDO, SAN DIEGO COUNTY, CA, 92025"
1388,San Diego Health Alliance,NON-DETOX,NON-DETOX,7545 Metropolitan Drive,SAN DIEGO,SAN DIEGO,CA,92108,0,32.77687835,-117.1585697,(619) 718-9890 ,Co-Ed,"7545 Metropolitan Drive, SAN DIEGO, SAN DIEGO COUNTY, CA, 92108"
1389,"Rejuve-Nations Outpatients Facility, Inc.",NON,NON,4101 University Avenue,SAN DIEGO,SAN DIEGO,CA,92105,0,32.749371,-117.106623,(619) 602-9405 ,Co-Ed,"4101 University Avenue, SAN DIEGO, SAN DIEGO COUNTY, CA, 92105"
1390,San Diego Health Alliance,NON-DETOX,NON-DETOX,234 N. Magnolia Ave.,EL CAJON,SAN DIEGO,CA,92020,0,32.797089,-116.962704,(619) 579-8378 ,Co-Ed,"234 N. Magnolia Ave., EL CAJON, SAN DIEGO COUNTY, CA, 92020"
1391,San Diego Health Alliance,NON,NON,1516 Main Street,RAMONA,SAN DIEGO,CA,92065,0,33.03751926,-116.8766465,(619) 718-9890 ,Co-Ed,"1516 Main Street, RAMONA, SAN DIEGO COUNTY, CA, 92065"
1392,"Farkas & Saalinger, Psychology Corp",NON,NON,6046 Cornerstone Court West,SAN DIEGO,SAN DIEGO,CA,92121,0,32.897565,-117.1907505,(858) 453-4315 ,Co-Ed,"6046 Cornerstone Court West, SAN DIEGO, SAN DIEGO COUNTY, CA, 92121"
1393,San Diego Health Alliance,NON,NON,1625 East Main Street,EL CAJON,SAN DIEGO,CA,92021,0,32.8098726,-116.9202195,(619) 718-9890 ,Co-Ed,"1625 East Main Street, EL CAJON, SAN DIEGO COUNTY, CA, 92021"
1394,San Diego Health Alliance,NON-DETOX,NON-DETOX,1560 Capalina Road,SAN MARCOS,SAN DIEGO,CA,92069,0,33.15089044,-117.1946415,(760) 744-2104 ,Co-Ed,"1560 Capalina Road, SAN MARCOS, SAN DIEGO COUNTY, CA, 92069"
1395,"San Diego Treatment Services, Llc",NON-DETOX,NON-DETOX,1155 Third Ave.,CHULA VISTA,SAN DIEGO,CA,91911,0,32.611887,-117.067941,(619) 498-8260 ,Co-Ed,"1155 Third Ave., CHULA VISTA, SAN DIEGO COUNTY, CA, 91911"
1396,"St. Vincent De Paul Village, Inc.",NON,NON,16 15Th Street,SAN DIEGO,SAN DIEGO,CA,92101,0,32.70555014,-117.1503632,(619) 645-6405 ,Co-Ed,"16 15Th Street, SAN DIEGO, SAN DIEGO COUNTY, CA, 92101"
1397,"Jc Service And Enterprises, Inc.",NON,NON,6244 El Cajon Boulevard,SAN DIEGO,SAN DIEGO,CA,92115,0,32.764329,-117.0645435,(888) 397-4773 ,Co-Ed,"6244 El Cajon Boulevard, SAN DIEGO, SAN DIEGO COUNTY, CA, 92115"
1398,"Abc Sober Living., Llc",NON,NON,2123 Garnet Avenue,SAN DIEGO,SAN DIEGO,CA,92109,0,32.80192476,-117.2310566,(866) 314-3181 ,Women Only,"2123 Garnet Avenue, SAN DIEGO, SAN DIEGO COUNTY, CA, 92109"
1399,San Diego American Indian Health Center,NON,NON,2602 First Avenue,SAN DIEGO,SAN DIEGO,CA,92103,0,32.73273981,-117.1639721,(619) 234-2158 X102,Youth/Adolescent,"2602 First Avenue, SAN DIEGO, SAN DIEGO COUNTY, CA, 92103"
1400,"Aton Center, Inc.",RES-DETOX,RES-DETOX,3250 Country Rose Circle,ENCINITAS,SAN DIEGO,CA,92024,6,33.06467723,-117.211885,(858) 759-5017 ,Co-Ed,"3250 Country Rose Circle, ENCINITAS, SAN DIEGO COUNTY, CA, 92024"
1401,"Abc Sober Living., Llc",RES,RES,5330 Soledad Mountain Road,SAN DIEGO,SAN DIEGO,CA,92109,6,32.81616591,-117.2364388,(858) 204-1304 ,Women Only,"5330 Soledad Mountain Road, SAN DIEGO, SAN DIEGO COUNTY, CA, 92109"
1402,"Abc Sober Living., Llc",RES,RES,5214 Soledad Mountain Road,SAN DIEGO,SAN DIEGO,CA,92109,6,32.81450327,-117.2334383,(858) 314-3222 ,Women Only,"5214 Soledad Mountain Road, SAN DIEGO, SAN DIEGO COUNTY, CA, 92109"
1403,"Aton Center, Inc.",RES-DETOX,RES-DETOX,3238 Country Rose Circle,ENCINITAS,SAN DIEGO,CA,92024,6,33.06450849,-117.2120695,(858) 759-5017 ,Co-Ed,"3238 Country Rose Circle, ENCINITAS, SAN DIEGO COUNTY, CA, 92024"
1404,"West Coast Men'S, Llc",NON,NON,801 Mission Avenue,OCEANSIDE,SAN DIEGO,CA,92054,0,33.19713,-117.376902,(855) 927-2687 ,Co-Ed,"801 Mission Avenue, OCEANSIDE, SAN DIEGO COUNTY, CA, 92054"
1405,"Aton Center, Inc.",RES-DETOX,RES-DETOX,3262 Country Rose Circle,ENCINITAS,SAN DIEGO,CA,92024,6,33.06485016,-117.2108086,(858) 759-5017 ,Co-Ed,"3262 Country Rose Circle, ENCINITAS, SAN DIEGO COUNTY, CA, 92024"
1406,"Aton Center, Inc.",RES-DETOX,RES-DETOX,3225 Country Rose Circle,ENCINITAS,SAN DIEGO,CA,92024,6,33.06408642,-117.2122274,(858) 759-5017 ,Co-Ed,"3225 Country Rose Circle, ENCINITAS, SAN DIEGO COUNTY, CA, 92024"
1407,Pacific Bay Recovery Inc,RES-DETOX,RES-DETOX,4095 Jackdaw Street,SAN DIEGO,SAN DIEGO,CA,92103,6,32.751603,-117.1739475,(619) 461-3717 ,Co-Ed,"4095 Jackdaw Street, SAN DIEGO, SAN DIEGO COUNTY, CA, 92103"
1408,Pacific Bay Recovery Inc,RES-DETOX,RES-DETOX,4959 Cresita Drive,SAN DIEGO,SAN DIEGO,CA,92115,6,32.76758452,-117.0691324,(619) 461-3717 ,Co-Ed,"4959 Cresita Drive, SAN DIEGO, SAN DIEGO COUNTY, CA, 92115"
1409,Pacific Bay Recovery Inc,RES-DETOX,RES-DETOX,4971 Cresita Drive,SAN DIEGO,SAN DIEGO,CA,92115,6,32.76782859,-117.0691955,(619) 350-8220 ,Co-Ed,"4971 Cresita Drive, SAN DIEGO, SAN DIEGO COUNTY, CA, 92115"
1410,"Aton Center, Inc.",RES-DETOX,RES-DETOX,3462 Western Springs Road,ENCINITAS,SAN DIEGO,CA,92024,6,33.06435888,-117.210554,(858) 759-5017 ,Co-Ed,"3462 Western Springs Road, ENCINITAS, SAN DIEGO COUNTY, CA, 92024"
1411,"Apex Recovery, Llc",RES-DETOX,RES-DETOX,4251 Nabal Drive,LA MESA,SAN DIEGO,CA,91941,6,32.756949,-116.965521,(619) 756-6424 ,Co-Ed,"4251 Nabal Drive, LA MESA, SAN DIEGO COUNTY, CA, 91941"
1412,Pacific Bay Recovery Inc,NON-DETOX,NON-DETOX,1501 Fifth Avenue,SAN DIEGO,SAN DIEGO,CA,92101,0,32.72129782,-117.1601882,(619) 350-8220 ,Dual Diagnosis,"1501 Fifth Avenue, SAN DIEGO, SAN DIEGO COUNTY, CA, 92101"
1413,"Community Behavioral Health Solutions, Inc.",NON,NON,7071 Consolidated Way,SAN DIEGO,SAN DIEGO,CA,92121,0,32.87853666,-117.1622462,(619) 452-1200 X3,Co-Ed,"7071 Consolidated Way, SAN DIEGO, SAN DIEGO COUNTY, CA, 92121"
1414,"Apex Recovery, Llc",RES,RES,3480 Hidden Trail Dr.,JAMUL,SAN DIEGO,CA,91935,6,32.73416303,-116.853326,(916) 756-6424 ,Co-Ed,"3480 Hidden Trail Dr., JAMUL, SAN DIEGO COUNTY, CA, 91935"
1415,"Apex Recovery, Llc",RES-DETOX,RES-DETOX,10383 Bonnie Lane,LA MESA,SAN DIEGO,CA,91941,6,32.77248845,-116.9743046,(619) 741-8046 ,Co-Ed,"10383 Bonnie Lane, LA MESA, SAN DIEGO COUNTY, CA, 91941"
1416,"Family Health Centers Of San Diego, Inc.",NON,NON,2136 El Cajon Boulevard,SAN DIEGO,SAN DIEGO,CA,92104,0,32.75538306,-117.1416716,(619) 515-2588 ,Co-Ed,"2136 El Cajon Boulevard, SAN DIEGO, SAN DIEGO COUNTY, CA, 92104"
1417,Windriver Recovery Llc ,RES-DETOX,RES-DETOX,1809 Windriver Street,SAN MARCOS,SAN DIEGO,CA,92078,6,33.09778953,-117.1813722,(619) 363-4767 ,Co-Ed,"1809 Windriver Street, SAN MARCOS, SAN DIEGO COUNTY, CA, 92078"
1418,Crownview Co-Occurring Institute Incorporated,NON,NON,315 North Clementine Street,OCEANSIDE,SAN DIEGO,CA,92054,0,33.19905595,-117.377684,(760) 231-1170 ,Women/Youth,"315 North Clementine Street, OCEANSIDE, SAN DIEGO COUNTY, CA, 92054"
1419,"Family Health Centers Of San Diego, Inc.",NON,NON,710 10Th St,IMPERIAL BEACH,SAN DIEGO,CA,91932,0,32.58360137,-117.1118827,(619) 906-4686 ,Co-Ed,"710 10Th St, IMPERIAL BEACH, SAN DIEGO COUNTY, CA, 91932"
1420,Kali West Llc,RES-DETOX,RES-DETOX,2912 Managua Place,CARLSBAD,SAN DIEGO,CA,92009,6,33.09476854,-117.2460655,(760) 683-5152 ,Women Only,"2912 Managua Place, CARLSBAD, SAN DIEGO COUNTY, CA, 92009"
1421,"Southern California Recovery Centers Oceanside, Llc",NON,NON,2850 Pio Pico Drive,CARLSBAD,SAN DIEGO,CA,92008,0,33.16624984,-117.3432004,(760) 517-1758 ,Men Only,"2850 Pio Pico Drive, CARLSBAD, SAN DIEGO COUNTY, CA, 92008"
1422,Crownview Co-Occurring Institute Incorporated,NON,NON,212 North Clementine Street,OCEANSIDE,SAN DIEGO,CA,92054,0,33.1980581,-117.3767835,(760) 231-1170 ,Co-Ed,"212 North Clementine Street, OCEANSIDE, SAN DIEGO COUNTY, CA, 92054"
1423,"Genesis Recovery, Inc.",RES,RES,24352 Featherstone Canyon Road,LAKESIDE,SAN DIEGO,CA,92040,24,32.94780535,-116.7980214,(619) 797-7319 ,Men Only,"24352 Featherstone Canyon Road, LAKESIDE, SAN DIEGO COUNTY, CA, 92040"
1424,"La Jolla Recovery, Inc.",NON,NON,7632 Herschel Avenue,LA JOLLA,SAN DIEGO,CA,92037,0,32.84346657,-117.2721627,(858) 345-7926 ,Co-Ed,"7632 Herschel Avenue, LA JOLLA, SAN DIEGO COUNTY, CA, 92037"
1425,"La Jolla Recovery, Inc.",RES-DETOX,RES-DETOX,2140 Hartford Street,SAN DIEGO,SAN DIEGO,CA,92110-1312,6,32.78351851,-117.1998529,(858) 877-3422 ,Co-Ed,"2140 Hartford Street, SAN DIEGO, SAN DIEGO COUNTY, CA, 92110-1312"
1426,"La Jolla Recovery, Inc.",RES-DETOX,RES-DETOX,1446 Diamond Street,SAN DIEGO,SAN DIEGO,CA,92109,6,32.80197489,-117.2444223,(858) 345-7926 ,Co-Ed,"1446 Diamond Street, SAN DIEGO, SAN DIEGO COUNTY, CA, 92109"
1427,"Pacific Palms Recovery, Llc",NON,NON,2215 Mesa Drive,OCEANSIDE,SAN DIEGO,CA,92054,0,33.20809919,-117.3585489,(800) 221-8750 ,Men Only,"2215 Mesa Drive, OCEANSIDE, SAN DIEGO COUNTY, CA, 92054"
1428,"La Jolla Recovery, Inc.",RES-DETOX,RES-DETOX,5978 La Jolla Corona Drive,LA JOLLA,SAN DIEGO,CA,92037-7447,6,32.8213541,-117.2668452,(858) 877-3422 ,Co-Ed,"5978 La Jolla Corona Drive, LA JOLLA, SAN DIEGO COUNTY, CA, 92037-7447"
1429,"Paragon Recovery, Llc",RES-DETOX,RES-DETOX,1852 Santa Margarita Drive,FALLBROOK,SAN DIEGO,CA,92028,6,33.40494,-117.2459385,(760) 361-1386 ,Co-Ed,"1852 Santa Margarita Drive, FALLBROOK, SAN DIEGO COUNTY, CA, 92028"
1430,Hazelden Betty Ford Foundation,NON,NON,11720 El Camino Real,SAN DIEGO,SAN DIEGO,CA,92130,0,32.92992985,-117.2376205,(888) 338-9773 ,Families,"11720 El Camino Real, SAN DIEGO, SAN DIEGO COUNTY, CA, 92130"
1431,California Addiction Treatment Center Llc,RES-DETOX,RES-DETOX,3875 Peony Drive,FALLBROOK,SAN DIEGO,CA,92028,6,33.35763774,-117.1755942,(951) 764-3950 ,Co-Ed,"3875 Peony Drive, FALLBROOK, SAN DIEGO COUNTY, CA, 92028"
1432,"California Coastal Recovery Centers, Llc",NON,NON,1582 W. San Marcos Blvd,SAN MARCOS,SAN DIEGO,CA,92078,0,33.13145953,-117.202095,(858) 342-9151 ,Families,"1582 W. San Marcos Blvd, SAN MARCOS, SAN DIEGO COUNTY, CA, 92078"
1433,"Corecivic Of Tennessee, Llc",RES,RES,2727 Boston Avenue,SAN DIEGO,SAN DIEGO,CA,92113,120,32.69381045,-117.1350202,(619) 232-1066 ,Men Only,"2727 Boston Avenue, SAN DIEGO, SAN DIEGO COUNTY, CA, 92113"
1434,"Restore Treatment Centers, Llc",RES-DETOX,RES-DETOX,14099 Sky Mountain Trail,POWAY,SAN DIEGO,CA,92064,6,32.946714,-117.026559,(858) 302-4417 ,Co-Ed,"14099 Sky Mountain Trail, POWAY, SAN DIEGO COUNTY, CA, 92064"
1435,"Bold Health Medical Group, A Professional Corporation",NON-DETOX,NON-DETOX,561 Saxony Place,ENCINITAS,SAN DIEGO,CA,92024,0,33.05478964,-117.2877126,(760) 503-4703 ,Co-Ed,"561 Saxony Place, ENCINITAS, SAN DIEGO COUNTY, CA, 92024"
1436,Paradise Detox,RES-DETOX,RES-DETOX,5935 Joel Lane,LA MESA,SAN DIEGO,CA,91942,6,32.78643086,-116.9916723,(619) 786-1252 ,Co-Ed,"5935 Joel Lane, LA MESA, SAN DIEGO COUNTY, CA, 91942"
1437,"Mission Treatment Services, Inc.",NON,NON,1905 Apple Street,OCEANSIDE,SAN DIEGO,CA,92054,0,33.19456681,-117.3574161,(760) 547-1280 ,Co-Ed,"1905 Apple Street, OCEANSIDE, SAN DIEGO COUNTY, CA, 92054"
1438,"Paragon Recovery, Llc",NON,NON,1434 S Mission Road,FALLBROOK,SAN DIEGO,CA,92028,0,33.367203,-117.249714,(760) 990-9084 ,Co-Ed,"1434 S Mission Road, FALLBROOK, SAN DIEGO COUNTY, CA, 92028"
1439,"Mission Treatment Services, Inc.",NON,NON,161 N. Date Street,ESCONDIDO,SAN DIEGO,CA,92025,0,33.12664154,-117.0703232,(769) 745-7786 ,Co-Ed,"161 N. Date Street, ESCONDIDO, SAN DIEGO COUNTY, CA, 92025"
1440,Episcopal Community Services,NON,NON,4660 El Cajon Boulevard,SAN DIEGO,SAN DIEGO,CA,92115,0,32.75631,-117.0938025,(619) 597-7335 ,Co-Ed,"4660 El Cajon Boulevard, SAN DIEGO, SAN DIEGO COUNTY, CA, 92115"
1441,"Mission Treatment Services, Inc.",NON,NON,8898 Clairemont Mesa Blvd.,SAN DIEGO,SAN DIEGO,CA,92123,0,32.8315115,-117.1370579,(858) 715-1211 ,Co-Ed,"8898 Clairemont Mesa Blvd., SAN DIEGO, SAN DIEGO COUNTY, CA, 92123"
1442,San Diego Second Chance Program,NON,NON,6145 Imperial Avenue,SAN DIEGO,SAN DIEGO,CA,92114,0,32.7095606,-117.0658712,(619) 534-8888 ,Co-Ed,"6145 Imperial Avenue, SAN DIEGO, SAN DIEGO COUNTY, CA, 92114"
1443,Bh-Sd Dd Opco Llc,RES-DETOX,RES-DETOX,2456 E Street,SAN DIEGO,SAN DIEGO,CA,92102,35,32.71476912,-117.1412493,(619) 889-3399 ,Co-Ed,"2456 E Street, SAN DIEGO, SAN DIEGO COUNTY, CA, 92102"
1444,"Refresh Recovery, Llc",NON,NON,4141 Jutland Drive,SAN DIEGO,SAN DIEGO,CA,92117,0,32.82408044,-117.2281517,(858) 281-0220 ,Co-Ed,"4141 Jutland Drive, SAN DIEGO, SAN DIEGO COUNTY, CA, 92117"
1445,A Ka Center Llc,RES-DETOX,RES-DETOX,4715 Divine Way,LA MESA,SAN DIEGO,CA,91941-6832,6,32.76360142,-116.9840038,(858) 349-3760 ,Co-Ed,"4715 Divine Way, LA MESA, SAN DIEGO COUNTY, CA, 91941-6832"
1446,A Ka Center Llc,NON,NON,5358 Jackson Dr,LA MESA,SAN DIEGO,CA,91942,0,32.77670036,-117.0174926,(848) 349-3760 ,Dual Diagnosis,"5358 Jackson Dr, LA MESA, SAN DIEGO COUNTY, CA, 91942"
1447,Rhombus,NON,NON,8058 La Mesa Blvd.,LA MESA,SAN DIEGO,CA,91942,0,32.76342404,-117.0234735,(619) 463-9742 ,Co-Ed,"8058 La Mesa Blvd., LA MESA, SAN DIEGO COUNTY, CA, 91942"
1448,Akasha Center Limited Liability Company,RES-DETOX,RES-DETOX,2281 Cambridge Avenue,CARDIFF-BY-THE-SEA,SAN DIEGO,CA,92007,6,33.02026863,-117.2765178,(949) 482-8887 ,Co-Ed,"2281 Cambridge Avenue, CARDIFF-BY-THE-SEA, SAN DIEGO COUNTY, CA, 92007"
1449,"Crownview Telehealth Institute, Llc",NON,NON,322 North Nevada Street,OCEANSIDE,SAN DIEGO,CA,92054,0,33.198966,-117.3783465,(760) 828-8222 ,Co-Ed,"322 North Nevada Street, OCEANSIDE, SAN DIEGO COUNTY, CA, 92054"
1450,Twin Cities Health Services,NON,NON,1357 7Th Avenue,SAN DIEGO,SAN DIEGO,CA,92101-4381,0,32.71936654,-117.1583367,(619) 663-5818 ,Co-Ed,"1357 7Th Avenue, SAN DIEGO, SAN DIEGO COUNTY, CA, 92101-4381"
1451,"Aar Healthcare,Pc",NON-DETOX,NON-DETOX,1595 Grand Ave,SAN MARCOS,SAN DIEGO,CA,92078,0,33.144831,-117.198522,(760) 571-5050 ,Dual Diagnosis,"1595 Grand Ave, SAN MARCOS, SAN DIEGO COUNTY, CA, 92078"
1452,Mental Health Center Of San Diego Llc,NON,NON,960 Grand Ave.,SAN DIEGO,SAN DIEGO,CA,92109,0,32.7954239,-117.2518548,(619) 450-1874 ,Dual Diagnosis,"960 Grand Ave., SAN DIEGO, SAN DIEGO COUNTY, CA, 92109"
1453,Arise Treatment Homes Llc,RES-DETOX,RES-DETOX,1321 Clear Crest Circle,VISTA,SAN DIEGO,CA,92084,8,33.21814785,-117.2385426,(760) 237-0025 ,Co-Ed,"1321 Clear Crest Circle, VISTA, SAN DIEGO COUNTY, CA, 92084"
1454,"Zaks House, Inc.",RES-DETOX,RES-DETOX,1419 Winter Haven Rd,FALLBROOK,SAN DIEGO,CA,92028,6,33.34731761,-117.229451,(312) 315-3315 ,Dual Diagnosis,"1419 Winter Haven Rd, FALLBROOK, SAN DIEGO COUNTY, CA, 92028"
1455,"Villa Oasis San Diego, Inc. ",RES-DETOX,RES-DETOX,14980 Rancho Santa Fe Farms Road,RANCHO SANTA FE,SAN DIEGO,CA,92067,6,32.98314656,-117.1811408,(833) 736-2747 ,Co-Ed,"14980 Rancho Santa Fe Farms Road, RANCHO SANTA FE, SAN DIEGO COUNTY, CA, 92067"
1456,Latitude Telehealth Services Llc,NON,NON,560 Carlsbad Village Drive,CARLSBAD,SAN DIEGO,CA,92008,0,33.15997602,-117.3481566,(760) 808-2504 ,Dual Diagnosis,"560 Carlsbad Village Drive, CARLSBAD, SAN DIEGO COUNTY, CA, 92008"
1457,Carlsbad Mental Health Services Llc,NON,NON,2850 Pio Pico Drive,CARLSBAD,SAN DIEGO,CA,92008,0,33.16624984,-117.3432004,(949) 359-5669 ,Co-Ed,"2850 Pio Pico Drive, CARLSBAD, SAN DIEGO COUNTY, CA, 92008"
